date,day_name,is_weekend,is_public_holiday,holiday_name,is_bridge_holiday,is_non_working_day,is_long_weekend,long_weekend_start,long_weekend_end,long_weekend_length,is_pattaya_music_festival,is_pattaya_fireworks_festival,is_pattaya_songkran_event,is_pattaya_major_event,is_sriracha_songkran_event,is_sriracha_local_event,tourism_season_proxy,is_year_end_peak_window,is_summer_travel_window,is_rainy_low_season_window,tourism_macro_demand_proxy_score,tourism_macro_demand_proxy_label,days_to_next_local_or_pattaya_event,days_since_prev_local_or_pattaya_event
2023-06-13,Tuesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,164.0,
2023-06-14,Wednesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,163.0,
2023-06-15,Thursday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,162.0,
2023-06-16,Friday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,161.0,
2023-06-17,Saturday,True,False,,False,True,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,1,low,160.0,
2023-06-18,Sunday,True,False,,False,True,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,1,low,159.0,
2023-06-19,Monday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,158.0,
2023-06-20,Tuesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,157.0,
2023-06-21,Wednesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,156.0,
2023-06-22,Thursday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,155.0,
2023-06-23,Friday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,154.0,
2023-06-24,Saturday,True,False,,False,True,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,1,low,153.0,
2023-06-25,Sunday,True,False,,False,True,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,1,low,152.0,
2023-06-26,Monday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,151.0,
2023-06-27,Tuesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,150.0,
2023-06-28,Wednesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,149.0,
2023-06-29,Thursday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,148.0,
2023-06-30,Friday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,147.0,
2023-07-01,Saturday,True,False,,False,True,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,1,low,146.0,
2023-07-02,Sunday,True,False,,False,True,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,1,low,145.0,
2023-07-03,Monday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,144.0,
2023-07-04,Tuesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,143.0,
2023-07-05,Wednesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,142.0,
2023-07-06,Thursday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,141.0,
2023-07-07,Friday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,140.0,
2023-07-08,Saturday,True,False,,False,True,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,1,low,139.0,
2023-07-09,Sunday,True,False,,False,True,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,1,low,138.0,
2023-07-10,Monday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,137.0,
2023-07-11,Tuesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,136.0,
2023-07-12,Wednesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,135.0,
2023-07-13,Thursday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,134.0,
2023-07-14,Friday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,133.0,
2023-07-15,Saturday,True,False,,False,True,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,1,low,132.0,
2023-07-16,Sunday,True,False,,False,True,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,1,low,131.0,
2023-07-17,Monday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,130.0,
2023-07-18,Tuesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,129.0,
2023-07-19,Wednesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,128.0,
2023-07-20,Thursday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,127.0,
2023-07-21,Friday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,126.0,
2023-07-22,Saturday,True,False,,False,True,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,1,low,125.0,
2023-07-23,Sunday,True,False,,False,True,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,1,low,124.0,
2023-07-24,Monday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,123.0,
2023-07-25,Tuesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,122.0,
2023-07-26,Wednesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,121.0,
2023-07-27,Thursday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,120.0,
2023-07-28,Friday,False,True,H.M. King Maha Vajiralongkorn Phra Vajiraklaochaoyuhua’s Birthday,False,True,True,2023-07-28,2023-07-30,3.0,False,False,False,False,False,False,green_low_season,False,False,True,2,normal,119.0,
2023-07-29,Saturday,True,False,,False,True,True,2023-07-28,2023-07-30,3.0,False,False,False,False,False,False,green_low_season,False,False,True,2,normal,118.0,
2023-07-30,Sunday,True,False,,False,True,True,2023-07-28,2023-07-30,3.0,False,False,False,False,False,False,green_low_season,False,False,True,2,normal,117.0,
2023-07-31,Monday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,116.0,
2023-08-01,Tuesday,False,True,Asarnha Bucha Day,False,True,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,1,low,115.0,
2023-08-02,Wednesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,114.0,
2023-08-03,Thursday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,113.0,
2023-08-04,Friday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,112.0,
2023-08-05,Saturday,True,False,,False,True,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,1,low,111.0,
2023-08-06,Sunday,True,False,,False,True,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,1,low,110.0,
2023-08-07,Monday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,109.0,
2023-08-08,Tuesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,108.0,
2023-08-09,Wednesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,107.0,
2023-08-10,Thursday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,106.0,
2023-08-11,Friday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,105.0,
2023-08-12,Saturday,True,False,,False,True,True,2023-08-12,2023-08-14,3.0,False,False,False,False,False,False,green_low_season,False,False,True,2,normal,104.0,
2023-08-13,Sunday,True,False,,False,True,True,2023-08-12,2023-08-14,3.0,False,False,False,False,False,False,green_low_season,False,False,True,2,normal,103.0,
2023-08-14,Monday,False,True,Substitution for H.M. Queen Sirikit The Queen Mother’s Birthday / Mother’s Day,False,True,True,2023-08-12,2023-08-14,3.0,False,False,False,False,False,False,green_low_season,False,False,True,2,normal,102.0,
2023-08-15,Tuesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,101.0,
2023-08-16,Wednesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,100.0,
2023-08-17,Thursday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,99.0,
2023-08-18,Friday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,98.0,
2023-08-19,Saturday,True,False,,False,True,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,1,low,97.0,
2023-08-20,Sunday,True,False,,False,True,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,1,low,96.0,
2023-08-21,Monday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,95.0,
2023-08-22,Tuesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,94.0,
2023-08-23,Wednesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,93.0,
2023-08-24,Thursday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,92.0,
2023-08-25,Friday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,91.0,
2023-08-26,Saturday,True,False,,False,True,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,1,low,90.0,
2023-08-27,Sunday,True,False,,False,True,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,1,low,89.0,
2023-08-28,Monday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,88.0,
2023-08-29,Tuesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,87.0,
2023-08-30,Wednesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,86.0,
2023-08-31,Thursday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,85.0,
2023-09-01,Friday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,84.0,
2023-09-02,Saturday,True,False,,False,True,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,1,low,83.0,
2023-09-03,Sunday,True,False,,False,True,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,1,low,82.0,
2023-09-04,Monday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,81.0,
2023-09-05,Tuesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,80.0,
2023-09-06,Wednesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,79.0,
2023-09-07,Thursday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,78.0,
2023-09-08,Friday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,77.0,
2023-09-09,Saturday,True,False,,False,True,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,1,low,76.0,
2023-09-10,Sunday,True,False,,False,True,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,1,low,75.0,
2023-09-11,Monday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,74.0,
2023-09-12,Tuesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,73.0,
2023-09-13,Wednesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,72.0,
2023-09-14,Thursday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,71.0,
2023-09-15,Friday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,70.0,
2023-09-16,Saturday,True,False,,False,True,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,1,low,69.0,
2023-09-17,Sunday,True,False,,False,True,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,1,low,68.0,
2023-09-18,Monday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,67.0,
2023-09-19,Tuesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,66.0,
2023-09-20,Wednesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,65.0,
2023-09-21,Thursday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,64.0,
2023-09-22,Friday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,63.0,
2023-09-23,Saturday,True,False,,False,True,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,1,low,62.0,
2023-09-24,Sunday,True,False,,False,True,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,1,low,61.0,
2023-09-25,Monday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,60.0,
2023-09-26,Tuesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,59.0,
2023-09-27,Wednesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,58.0,
2023-09-28,Thursday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,57.0,
2023-09-29,Friday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,56.0,
2023-09-30,Saturday,True,False,,False,True,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,1,low,55.0,
2023-10-01,Sunday,True,False,,False,True,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,1,low,54.0,
2023-10-02,Monday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,53.0,
2023-10-03,Tuesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,52.0,
2023-10-04,Wednesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,51.0,
2023-10-05,Thursday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,50.0,
2023-10-06,Friday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,49.0,
2023-10-07,Saturday,True,False,,False,True,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,1,low,48.0,
2023-10-08,Sunday,True,False,,False,True,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,1,low,47.0,
2023-10-09,Monday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,46.0,
2023-10-10,Tuesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,45.0,
2023-10-11,Wednesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,44.0,
2023-10-12,Thursday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,43.0,
2023-10-13,Friday,False,True,H.M. King Bhumibol Adulyadej The Great Memorial Day,False,True,True,2023-10-13,2023-10-15,3.0,False,False,False,False,False,False,green_low_season,False,False,True,2,normal,42.0,
2023-10-14,Saturday,True,False,,False,True,True,2023-10-13,2023-10-15,3.0,False,False,False,False,False,False,green_low_season,False,False,True,2,normal,41.0,
2023-10-15,Sunday,True,False,,False,True,True,2023-10-13,2023-10-15,3.0,False,False,False,False,False,False,green_low_season,False,False,True,2,normal,40.0,
2023-10-16,Monday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,39.0,
2023-10-17,Tuesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,38.0,
2023-10-18,Wednesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,37.0,
2023-10-19,Thursday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,36.0,
2023-10-20,Friday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,35.0,
2023-10-21,Saturday,True,False,,False,True,True,2023-10-21,2023-10-23,3.0,False,False,False,False,False,False,green_low_season,False,False,True,2,normal,34.0,
2023-10-22,Sunday,True,False,,False,True,True,2023-10-21,2023-10-23,3.0,False,False,False,False,False,False,green_low_season,False,False,True,2,normal,33.0,
2023-10-23,Monday,False,True,Chulalongkorn Day,False,True,True,2023-10-21,2023-10-23,3.0,False,False,False,False,False,False,green_low_season,False,False,True,2,normal,32.0,
2023-10-24,Tuesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,31.0,
2023-10-25,Wednesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,30.0,
2023-10-26,Thursday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,29.0,
2023-10-27,Friday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,28.0,
2023-10-28,Saturday,True,False,,False,True,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,1,low,27.0,
2023-10-29,Sunday,True,False,,False,True,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,1,low,26.0,
2023-10-30,Monday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,25.0,
2023-10-31,Tuesday,False,False,,False,False,False,,,,False,False,False,False,False,False,green_low_season,False,False,True,0,low,24.0,
2023-11-01,Wednesday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,23.0,
2023-11-02,Thursday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,22.0,
2023-11-03,Friday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,21.0,
2023-11-04,Saturday,True,False,,False,True,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,3,normal,20.0,
2023-11-05,Sunday,True,False,,False,True,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,3,normal,19.0,
2023-11-06,Monday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,18.0,
2023-11-07,Tuesday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,17.0,
2023-11-08,Wednesday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,16.0,
2023-11-09,Thursday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,15.0,
2023-11-10,Friday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,14.0,
2023-11-11,Saturday,True,False,,False,True,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,3,normal,13.0,
2023-11-12,Sunday,True,False,,False,True,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,3,normal,12.0,
2023-11-13,Monday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,11.0,
2023-11-14,Tuesday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,10.0,
2023-11-15,Wednesday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,9.0,
2023-11-16,Thursday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,8.0,
2023-11-17,Friday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,7.0,
2023-11-18,Saturday,True,False,,False,True,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,3,normal,6.0,
2023-11-19,Sunday,True,False,,False,True,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,3,normal,5.0,
2023-11-20,Monday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,4.0,
2023-11-21,Tuesday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,3.0,
2023-11-22,Wednesday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,2.0,
2023-11-23,Thursday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,1.0,
2023-11-24,Friday,False,False,,False,False,False,,,,False,True,False,True,False,False,peak_cool_season,False,False,False,4,high,0.0,0.0
2023-11-25,Saturday,True,False,,False,True,False,,,,False,True,False,True,False,False,peak_cool_season,False,False,False,5,high,0.0,0.0
2023-11-26,Sunday,True,False,,False,True,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,3,normal,103.0,1.0
2023-11-27,Monday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,102.0,2.0
2023-11-28,Tuesday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,101.0,3.0
2023-11-29,Wednesday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,100.0,4.0
2023-11-30,Thursday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,99.0,5.0
2023-12-01,Friday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,98.0,6.0
2023-12-02,Saturday,True,False,,False,True,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,3,normal,97.0,7.0
2023-12-03,Sunday,True,False,,False,True,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,3,normal,96.0,8.0
2023-12-04,Monday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,95.0,9.0
2023-12-05,Tuesday,False,True,H.M. King Bhumibol Adulyadej The Great’s Birthday / National Day / Father’s Day,False,True,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,3,normal,94.0,10.0
2023-12-06,Wednesday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,93.0,11.0
2023-12-07,Thursday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,92.0,12.0
2023-12-08,Friday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,91.0,13.0
2023-12-09,Saturday,True,False,,False,True,True,2023-12-09,2023-12-11,3.0,False,False,False,False,False,False,peak_cool_season,False,False,False,4,high,90.0,14.0
2023-12-10,Sunday,True,False,,False,True,True,2023-12-09,2023-12-11,3.0,False,False,False,False,False,False,peak_cool_season,False,False,False,4,high,89.0,15.0
2023-12-11,Monday,False,True,Substitution for Constitution Day,False,True,True,2023-12-09,2023-12-11,3.0,False,False,False,False,False,False,peak_cool_season,False,False,False,4,high,88.0,16.0
2023-12-12,Tuesday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,87.0,17.0
2023-12-13,Wednesday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,86.0,18.0
2023-12-14,Thursday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,False,False,False,2,normal,85.0,19.0
2023-12-15,Friday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,True,False,False,2,normal,84.0,20.0
2023-12-16,Saturday,True,False,,False,True,False,,,,False,False,False,False,False,False,peak_cool_season,True,False,False,3,normal,83.0,21.0
2023-12-17,Sunday,True,False,,False,True,False,,,,False,False,False,False,False,False,peak_cool_season,True,False,False,3,normal,82.0,22.0
2023-12-18,Monday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,True,False,False,2,normal,81.0,23.0
2023-12-19,Tuesday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,True,False,False,2,normal,80.0,24.0
2023-12-20,Wednesday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,True,False,False,2,normal,79.0,25.0
2023-12-21,Thursday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,True,False,False,2,normal,78.0,26.0
2023-12-22,Friday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,True,False,False,2,normal,77.0,27.0
2023-12-23,Saturday,True,False,,False,True,False,,,,False,False,False,False,False,False,peak_cool_season,True,False,False,3,normal,76.0,28.0
2023-12-24,Sunday,True,False,,False,True,False,,,,False,False,False,False,False,False,peak_cool_season,True,False,False,3,normal,75.0,29.0
2023-12-25,Monday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,True,False,False,2,normal,74.0,30.0
2023-12-26,Tuesday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,True,False,False,2,normal,73.0,31.0
2023-12-27,Wednesday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,True,False,False,2,normal,72.0,32.0
2023-12-28,Thursday,False,False,,False,False,False,,,,False,False,False,False,False,False,peak_cool_season,True,False,False,2,normal,71.0,33.0
2023-12-29,Friday,False,True,Substituted holiday for New Year period,True,True,True,2023-12-29,2024-01-01,4.0,False,False,False,False,False,False,peak_cool_season,True,False,False,5,high,70.0,34.0
2023-12-30,Saturday,True,False,,False,True,True,2023-12-29,2024-01-01,4.0,False,False,False,False,False,False,peak_cool_season,True,False,False,4,high,69.0,35.0
